1788556958.275127 server started (14521): version 3.7c, socket /tmp/tmux-1000/default, protocol 8
1788556958.275150 on Linux 7.1.13-200.fc44.x86_64 #1 SMP PREEMPT_DYNAMIC Wed Sep  2 13:58:38 UTC 2026
1788556958.275167 using libevent 2.1.12-stable poll
1788556958.275174 using ncurses 6.6 20251230
1788556958.278296 cmd_parse_build_commands 0:4 0:2 0:1: --
1788556958.278302 cmd_parse_build_commands 0:4 0:2 0:2: %%
1788556958.278309 cmd_parse_build_commands 0:0: command-prompt
1788556958.278315 cmd_parse_build_commands 0:1: -I#S
1788556958.278321 cmd_parse_build_commands 0:2 0:0: rename-session
1788556958.278327 cmd_parse_build_commands 0:2 0:1: --
1788556958.278332 cmd_parse_build_commands 0:2 0:2: %%
1788556958.278340 cmd_parse_build_commands 0:0: rename-session
1788556958.278346 cmd_parse_build_commands 0:1: --
1788556958.278351 cmd_parse_build_commands 0:2: %%
1788556958.278359 args_parse_flags: next --
1788556958.278366 args_parse: flags end at 2 of 3
1788556958.278372 args_parse: 2 = %% (type STRING)
1788556958.278379 cmd_parse_build_commands: rename-session "%%"
1788556958.278385 args_parse_flags: next -I#S
1788556958.278392 args_parse_flag_argument: -I = #S
1788556958.278398 args_parse: flags end at 2 of 3
1788556958.278404 args_parse: 2 = rename-session "%%" (type COMMANDS)
1788556958.278412 cmd_parse_build_commands: command-prompt -I "#S" { rename-session "%%" }
1788556958.278419 args_parse_flags: next -N
1788556958.278425 args_parse_flag_argument: -N = Rename current session
1788556958.278431 args_parse_flags: next $
1788556958.278437 args_parse: flags end at 3 of 5
1788556958.278443 args_parse: 3 = $ (type STRING)
1788556958.278451 args_parse: 4 = command-prompt -I "#S" { rename-session "%%" } (type COMMANDS)
1788556958.278461 cmd_parse_build_commands: bind-key -N "Rename current session" \\$ { command-prompt -I "#S" { rename-session "%%" } }
1788556958.278471 cmdq_get_command: [bind-key/0x55e89ab08940] group 62
1788556958.278480 cmdq_append <global>: [bind-key/0x55e89ab08940]
1788556958.278486 yylex_token: end at WS
1788556958.278492 yylex_token: bind
1788556958.278497 yylex_token: end at WS
1788556958.278503 yylex_token: -N
1788556958.278509 yylex_token: end at WS
1788556958.278516 yylex_token: Split window horizontally
1788556958.278522 yylex_get_word: %
1788556958.278528 yylex_token: end at WS
1788556958.278534 yylex_token: split-window
1788556958.278540 yylex_token: end at WS
1788556958.278546 yylex_token: -h
1788556958.278553 cmd_parse_build_commands 0:0: bind
1788556958.278559 cmd_parse_build_commands 0:1: -N
1788556958.278565 cmd_parse_build_commands 0:2: Split window horizontally
1788556958.278571 cmd_parse_build_commands 0:3: %
1788556958.278577 cmd_parse_build_commands 0:4 0:0: split-window
1788556958.278583 cmd_parse_build_commands 0:4 0:1: -h
1788556958.278590 cmd_parse_build_commands 0:0: split-window
1788556958.278596 cmd_parse_build_commands 0:1: -h
1788556958.278603 args_parse_flags: next -h
1788556958.278610 args_parse_flags: -h
1788556958.278616 args_parse: flags end at 2 of 2
1788556958.278623 cmd_parse_build_commands: split-window -h
1788556958.278629 args_parse_flags: next -N
1788556958.278635 args_parse_flag_argument: -N = Split window horizontally
1788556958.278641 args_parse_flags: next %
1788556958.278647 args_parse: flags end at 3 of 5
1788556958.278653 args_parse: 3 = % (type STRING)
1788556958.278660 args_parse: 4 = split-window -h (type COMMANDS)
1788556958.278670 cmd_parse_build_commands: bind-key -N "Split window horizontally" \\% { split-window -h }
1788556958.278678 cmdq_get_command: [bind-key/0x55e89ab08ea0] group 74
1788556958.278685 cmdq_append <global>: [bind-key/0x55e89ab08ea0]
1788556958.278691 yylex_token: end at WS
1788556958.278697 yylex_token: bind
1788556958.278703 yylex_token: end at WS
1788556958.278709 yylex_token: -N
1788556958.278715 yylex_token: end at WS
1788556958.278722 yylex_token: Kill current window
1788556958.278728 yylex_token: end at WS
1788556958.278734 yylex_token: &
1788556958.278740 yylex_token: end at WS
1788556958.278746 yylex_token: confirm-before
1788556958.278752 yylex_token: end at WS
1788556958.278759 yylex_token: -pkill-window #W? (y/n)
1788556958.278765 yylex_token: end at WS
1788556958.278771 yylex_token: kill-window
1788556958.278777 cmd_parse_build_commands 0:0: bind
1788556958.278784 cmd_parse_build_commands 0:1: -N
1788556958.278790 cmd_parse_build_commands 0:2: Kill current window
1788556958.278796 cmd_parse_build_commands 0:3: &
1788556958.278811 cmd_parse_build_commands 0:4 0:0: confirm-before
1788556958.278817 cmd_parse_build_commands 0:4 0:1: -pkill-window #W? (y/n)
1788556958.278823 cmd_parse_build_commands 0:4 0:2: kill-window
1788556958.278830 cmd_parse_build_commands 0:0: confirm-before
1788556958.278836 cmd_parse_build_commands 0:1: -pkill-window #W? (y/n)
1788556958.278842 cmd_parse_build_commands 0:2: kill-window
1788556958.278849 args_parse_flags: next -pkill-window #W? (y/n)
1788556958.278855 args_parse_flag_argument: -p = kill-window #W? (y/n)
1788556958.278861 args_parse_flags: next kill-window
1788556958.278867 args_parse: flags end at 2 of 3
1788556958.278873 args_parse: 2 = kill-window (type STRING)
1788556958.278881 cmd_parse_build_commands: confirm-before -p "kill-window #W? (y/n)" kill-window
1788556958.278887 args_parse_flags: next -N
1788556958.278893 args_parse_flag_argument: -N = Kill current window
1788556958.278899 args_parse_flags: next &
1788556958.278905 args_parse: flags end at 3 of 5
1788556958.278911 args_parse: 3 = & (type STRING)
1788556958.278919 args_parse: 4 = confirm-before -p "kill-window #W? (y/n)" kill-window (type COMMANDS)
1788556958.278928 cmd_parse_build_commands: bind-key -N "Kill current window" & { confirm-before -p "kill-window #W? (y/n)" kill-window }
1788556958.278936 cmdq_get_command: [bind-key/0x55e89ab09450] group 82
1788556958.278942 cmdq_append <global>: [bind-key/0x55e89ab09450]
1788556958.278947 yylex_token: end at WS
1788556958.278957 yylex_token: bind
1788556958.278965 yylex_token: end at WS
1788556958.278971 yylex_token: -N
1788556958.278977 yylex_token: end at WS
1788556958.278983 yylex_token: Prompt for window index to select
1788556958.278990 yylex_token: end at WS
1788556958.278996 yylex_token: '
1788556958.279002 yylex_token: end at WS
1788556958.279008 yylex_token: command-prompt
1788556958.279014 yylex_token: end at WS
1788556958.279020 yylex_token: -T
1788556958.279026 yylex_token: end at WS
1788556958.279032 yylex_token: window-target
1788556958.279038 yylex_token: end at WS
1788556958.279044 yylex_token: -pindex
1788556958.279050 yylex_token: end at WS
1788556958.279056 yylex_token: select-window
1788556958.279061 yylex_token: end at WS
1788556958.279067 yylex_token: -t
1788556958.279073 yylex_token: end at WS
1788556958.279079 yylex_token: :%%
1788556958.279086 cmd_parse_build_commands 0:0: bind
1788556958.279092 cmd_parse_build_commands 0:1: -N
1788556958.279098 cmd_parse_build_commands 0:2: Prompt for window index to select
1788556958.279104 cmd_parse_build_commands 0:3: '
1788556958.279111 cmd_parse_build_commands 0:4 0:0: command-prompt
1788556958.279117 cmd_parse_build_commands 0:4 0:1: -T
1788556958.279123 cmd_parse_build_commands 0:4 0:2: window-target
1788556958.279129 cmd_parse_build_commands 0:4 0:3: -pindex
1788556958.279135 cmd_parse_build_commands 0:4 0:4 0:0: select-window
1788556958.279141 cmd_parse_build_commands 0:4 0:4 0:1: -t
1788556958.279147 cmd_parse_build_commands 0:4 0:4 0:2: :%%
1788556958.279153 cmd_parse_build_commands 0:0: command-prompt
1788556958.279160 cmd_parse_build_commands 0:1: -T
1788556958.279166 cmd_parse_build_commands 0:2: window-target
1788556958.279172 cmd_parse_build_commands 0:3: -pindex
1788556958.279178 cmd_parse_build_commands 0:4 0:0: select-window
1788556958.279184 cmd_parse_build_commands 0:4 0:1: -t
1788556958.279190 cmd_parse_build_commands 0:4 0:2: :%%
1788556958.279196 cmd_parse_build_commands 0:0: select-window
1788556958.279202 cmd_parse_build_commands 0:1: -t
1788556958.279208 cmd_parse_build_commands 0:2: :%%
1788556958.279215 args_parse_flags: next -t
1788556958.279222 args_parse_flag_argument: -t = :%%
1788556958.279228 args_parse: flags end at 3 of 3
1788556958.279235 cmd_parse_build_commands: select-window -t ":%%"
1788556958.279241 args_parse_flags: next -T
1788556958.279247 args_parse_flag_argument: -T = window-target
1788556958.279254 args_parse_flags: next -pindex
1788556958.279260 args_parse_flag_argument: -p = index
1788556958.279266 args_parse: flags end at 4 of 5
1788556958.279273 args_parse: 4 = select-window -t ":%%" (type COMMANDS)
1788556958.279281 cmd_parse_build_commands: command-prompt -T window-target -p index { select-window -t ":%%" }
1788556958.279288 args_parse_flags: next -N
1788556958.279294 args_parse_flag_argument: -N = Prompt for window index to select
1788556958.279300 args_parse_flags: next '
1788556958.279306 args_parse: flags end at 3 of 5
1788556958.279312 args_parse: 3 = ' (type STRING)
1788556958.279323 args_parse: 4 = command-prompt -T window-target -p index { select-window -t ":%%" } (type COMMANDS)
1788556958.279333 cmd_parse_build_commands: bind-key -N "Prompt for window index to select" \\' { command-prompt -T window-target -p index { select-window -t ":%%" } }
1788556958.279340 cmdq_get_command: [bind-key/0x55e89ab0a2d0] group 90
1788556958.279346 cmdq_append <global>: [bind-key/0x55e89ab0a2d0]
1788556958.279352 yylex_token: end at WS
1788556958.279358 yylex_token: bind
1788556958.279364 yylex_token: end at WS
1788556958.279370 yylex_token: -N
1788556958.279376 yylex_token: end at WS
1788556958.279382 yylex_token: New floating pane
1788556958.279388 yylex_token: end at WS
1788556958.279394 yylex_token: *
1788556958.279400 yylex_token: end at WS
1788556958.279406 yylex_token: new-pane
1788556958.279413 cmd_parse_build_commands 0:0: bind
1788556958.279419 cmd_parse_build_commands 0:1: -N
1788556958.279425 cmd_parse_build_commands 0:2: New floating pane
1788556958.279431 cmd_parse_build_commands 0:3: *
1788556958.279440 cmd_parse_build_commands 0:4 0:0: new-pane
1788556958.279449 cmd_parse_build_commands 0:0: new-pane
1788556958.279456 args_parse: flags end at 1 of 1
1788556958.279462 cmd_parse_build_commands: new-pane
1788556958.279468 args_parse_flags: next -N
1788556958.279475 args_parse_flag_argument: -N = New floating pane
1788556958.279481 args_parse_flags: next *
1788556958.279487 args_parse: flags end at 3 of 5
1788556958.279492 args_parse: 3 = * (type STRING)
1788556958.279498 args_parse: 4 = new-pane (type COMMANDS)
1788556958.279507 cmd_parse_build_commands: bind-key -N "New floating pane" * { new-pane }
1788556958.279514 cmdq_get_command: [bind-key/0x55e89ab0a070] group 102
1788556958.279520 cmdq_append <global>: [bind-key/0x55e89ab0a070]
1788556958.279526 yylex_token: end at WS
1788556958.279532 yylex_token: bind
1788556958.279538 yylex_token: end at WS
1788556958.279544 yylex_token: -N
1788556958.279549 yylex_token: end at WS
1788556958.279555 yylex_token: Switch to previous client
1788556958.279561 yylex_token: end at WS
1788556958.279567 yylex_token: (
1788556958.279573 yylex_token: end at WS
1788556958.279579 yylex_token: switch-client
1788556958.279585 yylex_token: end at WS
1788556958.279591 yylex_token: -p
1788556958.279597 cmd_parse_build_commands 0:0: bind
1788556958.279604 cmd_parse_build_commands 0:1: -N
1788556958.279610 cmd_parse_build_commands 0:2: Switch to previous client
1788556958.279616 cmd_parse_build_commands 0:3: (
1788556958.279622 cmd_parse_build_commands 0:4 0:0: switch-client
1788556958.279628 cmd_parse_build_commands 0:4 0:1: -p
1788556958.279635 cmd_parse_build_commands 0:0: switch-client
1788556958.279641 cmd_parse_build_commands 0:1: -p
1788556958.279648 args_parse_flags: next -p
1788556958.279654 args_parse_flags: -p
1788556958.279660 args_parse: flags end at 2 of 2
1788556958.279667 cmd_parse_build_commands: switch-client -p
1788556958.279673 args_parse_flags: next -N
1788556958.279679 args_parse_flag_argument: -N = Switch to previous client
1788556958.279685 args_parse_flags: next (
1788556958.279691 args_parse: flags end at 3 of 5
1788556958.279697 args_parse: 3 = ( (type STRING)
1788556958.279703 args_parse: 4 = switch-client -p (type COMMANDS)
1788556958.279712 cmd_parse_build_commands: bind-key -N "Switch to previous client" ( { switch-client -p }
1788556958.279718 cmdq_get_command: [bind-key/0x55e89ab0a880] group 110
1788556958.279724 cmdq_append <global>: [bind-key/0x55e89ab0a880]
1788556958.279730 yylex_token: end at WS
1788556958.279736 yylex_token: bind
1788556958.279742 yylex_token: end at WS
1788556958.279748 yylex_token: -N
1788556958.279754 yylex_token: end at WS
1788556958.279760 yylex_token: Switch to next client
1788556958.279766 yylex_token: end at WS
1788556958.279771 yylex_token: )
1788556958.279777 yylex_token: end at WS
1788556958.279783 yylex_token: switch-client
1788556958.279789 yylex_token: end at WS
1788556958.279795 yylex_token: -n
1788556958.279811 cmd_parse_build_commands 0:0: bind
1788556958.279817 cmd_parse_build_commands 0:1: -N
1788556958.279823 cmd_parse_build_commands 0:2: Switch to next client
1788556958.279828 cmd_parse_build_commands 0:3: )
1788556958.279836 cmd_parse_build_commands 0:4 0:0: switch-client
1788556958.279842 cmd_parse_build_commands 0:4 0:1: -n
1788556958.279847 cmd_parse_build_commands 0:0: switch-client
1788556958.279853 cmd_parse_build_commands 0:1: -n
1788556958.279862 args_parse_flags: next -n
1788556958.279868 args_parse_flags: -n
1788556958.279874 args_parse: flags end at 2 of 2
1788556958.279880 cmd_parse_build_commands: switch-client -n
1788556958.279885 args_parse_flags: next -N
1788556958.279891 args_parse_flag_argument: -N = Switch to next client
1788556958.279897 args_parse_flags: next )
1788556958.279903 args_parse: flags end at 3 of 5
1788556958.279909 args_parse: 3 = ) (type STRING)
1788556958.279916 args_parse: 4 = switch-client -n (type COMMANDS)
1788556958.279925 cmd_parse_build_commands: bind-key -N "Switch to next client" ) { switch-client -n }
1788556958.279931 cmdq_get_command: [bind-key/0x55e89ab0add0] group 118
1788556958.279940 cmdq_append <global>: [bind-key/0x55e89ab0add0]
1788556958.279948 yylex_token: end at WS
1788556958.279954 yylex_token: bind
1788556958.279960 yylex_token: end at WS
1788556958.279966 yylex_token: -N
1788556958.279972 yylex_token: end at WS
1788556958.279978 yylex_token: Rename current window
1788556958.279984 yylex_token: end at WS
1788556958.279990 yylex_token: ,
1788556958.279996 yylex_token: end at WS
1788556958.280002 yylex_token: command-prompt
1788556958.280008 yylex_token: end at WS
1788556958.280014 yylex_token: -I#W
1788556958.280020 yylex_token: end at WS
1788556958.280026 yylex_token: rename-window
1788556958.280033 yylex_token: end at WS
1788556958.280037 yylex_token: --
1788556958.280043 yylex_token: end at WS
1788556958.280049 yylex_token: %%
1788556958.280056 cmd_parse_build_commands 0:0: bind
1788556958.280062 cmd_parse_build_commands 0:1: -N
1788556958.280071 cmd_parse_build_commands 0:2: Rename current window
1788556958.280077 cmd_parse_build_commands 0:3: ,
1788556958.280083 cmd_parse_build_commands 0:4 0:0: command-prompt
1788556958.280088 cmd_parse_build_commands 0:4 0:1: -I#W
1788556958.280096 cmd_parse_build_commands 0:4 0:2 0:0: rename-window
1788556958.280102 cmd_parse_build_commands 0:4 0:2 0:1: --
1788556958.280107 cmd_parse_build_commands 0:4 0:2 0:2: %%
1788556958.280113 cmd_parse_build_commands 0:0: command-prompt
1788556958.280119 cmd_parse_build_commands 0:1: -I#W
1788556958.280126 cmd_parse_build_commands 0:2 0:0: rename-window
1788556958.280132 cmd_parse_build_commands 0:2 0:1: --
1788556958.280137 cmd_parse_build_commands 0:2 0:2: %%
1788556958.280144 cmd_parse_build_commands 0:0: rename-window
1788556958.280150 cmd_parse_build_commands 0:1: --
1788556958.280156 cmd_parse_build_commands 0:2: %%
1788556958.280163 args_parse_flags: next --
1788556958.280169 args_parse: flags end at 2 of 3
1788556958.280175 args_parse: 2 = %% (type STRING)
1788556958.280182 cmd_parse_build_commands: rename-window "%%"
1788556958.280188 args_parse_flags: next -I#W
1788556958.280195 args_parse_flag_argument: -I = #W
1788556958.280201 args_parse: flags end at 2 of 3
1788556958.280207 args_parse: 2 = rename-window "%%" (type COMMANDS)
1788556958.280216 cmd_parse_build_commands: command-prompt -I "#W" { rename-window "%%" }
1788556958.280221 args_parse_flags: next -N
1788556958.280227 args_parse_flag_argument: -N = Rename current window
1788556958.280233 args_parse_flags: next ,
1788556958.280239 args_parse: flags end at 3 of 5
1788556958.280245 args_parse: 3 = , (type STRING)
1788556958.280254 args_parse: 4 = command-prompt -I "#W" { rename-window "%%" } (type COMMANDS)
1788556958.280263 cmd_parse_build_commands: bind-key -N "Rename current window" , { command-prompt -I "#W" { rename-window "%%" } }
1788556958.280270 cmdq_get_command: [bind-key/0x55e89ab096c0] group 126
1788556958.280276 cmdq_append <global>: [bind-key/0x55e89ab096c0]
1788556958.280282 yylex_token: end at WS
1788556958.280288 yylex_token: bind
1788556958.280294 yylex_token: end at WS
1788556958.280300 yylex_token: -N
1788556958.280306 yylex_token: end at WS
1788556958.280312 yylex_token: Delete the most recent paste buffer
1788556958.280318 yylex_token: end at WS
1788556958.280324 yylex_token: -
1788556958.280330 yylex_token: end at WS
1788556958.280335 yylex_token: delete-buffer
1788556958.280343 cmd_parse_build_commands 0:0: bind
1788556958.280349 cmd_parse_build_commands 0:1: -N
1788556958.280354 cmd_parse_build_commands 0:2: Delete the most recent paste buffer
1788556958.280360 cmd_parse_build_commands 0:3: -
1788556958.280366 cmd_parse_build_commands 0:4 0:0: delete-buffer
1788556958.280372 cmd_parse_build_commands 0:0: delete-buffer
1788556958.280379 args_parse: flags end at 1 of 1
1788556958.280385 cmd_parse_build_commands: delete-buffer
1788556958.280391 args_parse_flags: next -N
1788556958.280398 args_parse_flag_argument: -N = Delete the most recent paste buffer
1788556958.280404 args_parse_flags: next -
1788556958.280410 args_parse: flags end at 3 of 5
1788556958.280416 args_parse: 3 = - (type STRING)
1788556958.280426 args_parse: 4 = delete-buffer (type COMMANDS)
1788556958.280440 cmd_parse_build_commands: bind-key -N "Delete the most recent paste buffer" - { delete-buffer }
1788556958.280446 cmdq_get_command: [bind-key/0x55e89aae6ff0] group 138
